Doctor Name,Doctor Specialization,Hospital,Hospital Location,Contact Info,Doctor Experience (Years),Rating,Patient Count
Dr. Ramesh Murthy,Gynecologist,Kurnool Trust Hospital,Kurnool,917659720707,13,3.9,723
Dr. Sridevi Acharya,Gynecologist,Hyderabad Medical Center,Hyderabad,919842895333,20,3.2,263
Dr. Naresh Reddy,Gynecologist,Hyderabad General Hospital,Hyderabad,919549682349,32,3.1,457
Dr. Lakshmi Varma,Gynecologist,Tirupati Super Speciality Hospital,Tirupati,916884300678,15,3.6,1123
Dr. Sridevi Reddy,Gynecologist,Secunderabad Trust Hospital,Secunderabad,917583349418,34,3.0,719
Dr. Lakshmi Chowdary,Gynecologist,Guntur Medical Center,Guntur,916475641654,9,4.1,1029
Dr. Lakshmi Prakash,Gynecologist,Secunderabad Trust Hospital,Secunderabad,919718151021,14,3.3,471
Dr. Padma Krishna,Gynecologist,Anantapur Super Speciality Hospital,Anantapur,919048016373,31,3.3,1227
Dr. Madhavi Rao,Gynecologist,Kakinada Super Speciality Hospital,Kakinada,918158113763,30,3.6,65
Dr. Sridevi Naidu,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,919541555401,26,4.2,555
Dr. Rajesh Prakash,Gynecologist,Vizianagaram General Hospital,Vizianagaram,918444820231,32,3.9,1229
Dr. Ramesh Varma,Gynecologist,Hyderabad Trust Hospital,Hyderabad,918775833648,30,3.7,1775
Dr. Lakshmi Sarma,Gynecologist,Vizianagaram Apollo Hospital,Vizianagaram,919536603219,12,3.8,417
Dr. Padma Yadav,Gynecologist,Kurnool General Hospital,Kurnool,917652123555,12,4.4,245
Dr. Sirisha Reddy,Gynecologist,Guntur City Hospital,Guntur,917029483278,11,3.5,1336
Dr. Anil Acharya,Gynecologist,Tirupati Institute of Medical Sciences,Tirupati,919935462811,5,4.4,1529
Dr. Anusha Raju,Gynecologist,Tirupati Institute of Medical Sciences,Tirupati,919272167208,8,5.0,206
Dr. Swathi Babu,Gynecologist,Secunderabad Institute of Medical Sciences,Secunderabad,919347972722,21,3.8,387
Dr. Kiran Murthy,Gynecologist,Vizianagaram Institute of Medical Sciences,Vizianagaram,916191706583,30,3.1,1358
Dr. Lakshmi Goud,Gynecologist,Kakinada Institute of Medical Sciences,Kakinada,919203862794,26,4.7,862
Dr. Srinivas Varma,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,916492558512,9,3.7,1583
Dr. Anusha Yadav,Gynecologist,Vijayawada Memorial Hospital,Vijayawada,916293076437,6,4.1,546
Dr. Prasad Yadav,Gynecologist,Vijayawada Global Hospital,Vijayawada,919523705796,18,4.7,399
Dr. Bhavani Naidu,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,916761225433,19,3.2,1568
Dr. Naresh Naidu,Gynecologist,Guntur Global Hospital,Guntur,918883607330,1,4.4,364
Dr. Harish Chowdary,Gynecologist,Visakhapatnam Institute of Medical Sciences,Visakhapatnam,916930600995,3,4.8,1140
Dr. Sridevi Kumar,Gynecologist,Hyderabad City Hospital,Hyderabad,916205110542,34,4.3,1517
Dr. Lakshmi Kumar,Gynecologist,Secunderabad Super Speciality Hospital,Secunderabad,917324242560,29,3.1,59
Dr. Lakshmi Babu,Gynecologist,Kakinada Global Hospital,Kakinada,916866458310,16,3.7,538
Dr. Ramesh Reddy,Gynecologist,Tirupati Medical Center,Tirupati,917811113558,2,5.0,740
Dr. Tejaswi Acharya,Gynecologist,Kurnool Apollo Hospital,Kurnool,916271319459,15,4.9,247
Dr. Naresh Reddy,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,917785332041,33,3.2,719
Dr. Deepika Acharya,Gynecologist,Tirupati Apollo Hospital,Tirupati,916814100451,14,4.9,859
Dr. Suresh Rao,Gynecologist,Anantapur Memorial Hospital,Anantapur,916918178072,7,3.7,405
Dr. Lakshmi Acharya,Gynecologist,Hyderabad General Hospital,Hyderabad,917358241431,1,3.8,989
Dr. Ramesh Acharya,Gynecologist,Visakhapatnam Medical Center,Visakhapatnam,919500762967,18,4.3,805
Dr. Ramesh Prakash,Gynecologist,Hyderabad Memorial Hospital,Hyderabad,916938711724,27,3.6,1276
Dr. Suresh Kumar,Gynecologist,Vijayawada Care Hospital,Vijayawada,918302882127,11,3.5,244
Dr. Rajesh Acharya,Gynecologist,Anantapur Memorial Hospital,Anantapur,918990651739,25,4.4,1629
Dr. Rajesh Chowdary,Gynecologist,Visakhapatnam Global Hospital,Visakhapatnam,918728822298,21,5.0,1414
Dr. Ramesh Goud,Gynecologist,Vijayawada Apollo Hospital,Vijayawada,916075801011,29,3.8,1361
Dr. Swathi Sarma,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,919026359071,1,3.5,1312
Dr. Anil Rao,Gynecologist,Secunderabad Medical Center,Secunderabad,919169313432,28,4.5,1319
Dr. Venkatesh Chowdary,Gynecologist,Kurnool Trust Hospital,Kurnool,917608566723,32,3.6,360
Dr. Kiran Acharya,Gynecologist,Anantapur Super Speciality Hospital,Anantapur,916162808124,16,4.8,1274
Dr. Rajesh Chowdary,Gynecologist,Ongole Care Hospital,Ongole,917194543987,21,4.3,1607
Dr. Swathi Babu,Gynecologist,Anantapur Global Hospital,Anantapur,917781953573,19,4.5,519
Dr. Rajesh Rao,Gynecologist,Vijayawada Trust Hospital,Vijayawada,916883979150,35,3.1,1929
Dr. Tejaswi Kumar,Gynecologist,Hyderabad Memorial Hospital,Hyderabad,919090238502,15,4.2,831
Dr. Rajesh Chowdary,Gynecologist,Hyderabad Care Hospital,Hyderabad,917899925557,1,3.1,1056
Dr. Kiran Reddy,Gynecologist,Secunderabad Global Hospital,Secunderabad,918724585317,10,4.9,307
Dr. Naresh Sarma,Gynecologist,Secunderabad General Hospital,Secunderabad,918357280339,14,3.5,210
Dr. Sridevi Varma,Gynecologist,Guntur Care Hospital,Guntur,916705056722,13,3.5,411
Dr. Ravi Varma,Gynecologist,Hyderabad Memorial Hospital,Hyderabad,917225581333,29,4.9,462
Dr. Anusha Naidu,Gynecologist,Rajahmundry General Hospital,Rajahmundry,917544392652,26,3.8,1014
Dr. Padma Murthy,Gynecologist,Vijayawada Institute of Medical Sciences,Vijayawada,918617328226,28,4.5,1728
Dr. Srinivas Babu,Gynecologist,Ongole Memorial Hospital,Ongole,917638183472,28,4.7,1604
Dr. Bhavani Murthy,Gynecologist,Kurnool Memorial Hospital,Kurnool,916656265457,12,3.5,999
Dr. Sridevi Varma,Gynecologist,Rajahmundry City Hospital,Rajahmundry,917611243610,31,3.1,329
Dr. Kiran Chowdary,Gynecologist,Vijayawada Trust Hospital,Vijayawada,919934756709,13,3.0,1814
Dr. Harish Yadav,Gynecologist,Anantapur Medical Center,Anantapur,917737551584,27,4.9,1570
Dr. Lakshmi Yadav,Gynecologist,Ongole Care Hospital,Ongole,917322037419,5,3.8,129
Dr. Lakshmi Prakash,Gynecologist,Secunderabad Apollo Hospital,Secunderabad,918429270402,11,3.4,943
Dr. Harish Murthy,Gynecologist,Rajahmundry City Hospital,Rajahmundry,919045683582,32,4.3,804
Dr. Soujanya Raju,Gynecologist,Anantapur Global Hospital,Anantapur,919979367766,28,4.5,546
Dr. Venkatesh Prakash,Gynecologist,Vijayawada General Hospital,Vijayawada,919492351339,24,4.3,1435
Dr. Sirisha Acharya,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,918771686437,10,3.5,982
Dr. Mahesh Rao,Gynecologist,Kurnool Institute of Medical Sciences,Kurnool,918586211674,11,3.0,1628
Dr. Soujanya Kumar,Gynecologist,Secunderabad Apollo Hospital,Secunderabad,919937981886,25,3.8,1250
Dr. Swathi Prakash,Gynecologist,Secunderabad City Hospital,Secunderabad,916810989695,28,3.3,924
Dr. Sirisha Varma,Gynecologist,Rajahmundry Care Hospital,Rajahmundry,918150261708,35,4.3,833
Dr. Anil Kumar,Gynecologist,Hyderabad Care Hospital,Hyderabad,917767847167,6,3.2,1222
Dr. Prasad Varma,Gynecologist,Ongole Memorial Hospital,Ongole,919215771198,14,4.9,865
Dr. Srinivas Chowdary,Gynecologist,Rajahmundry Institute of Medical Sciences,Rajahmundry,919506365681,32,3.0,193
Dr. Swathi Raju,Gynecologist,Kurnool Institute of Medical Sciences,Kurnool,918811147132,19,4.5,399
Dr. Harish Chowdary,Gynecologist,Tirupati Memorial Hospital,Tirupati,919023859695,9,3.4,422
Dr. Suresh Yadav,Gynecologist,Hyderabad General Hospital,Hyderabad,918435642146,14,3.4,170
Dr. Kiran Varma,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,919875234259,27,3.9,1919
Dr. Suresh Krishna,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,918733461689,11,3.2,225
Dr. Suresh Varma,Gynecologist,Tirupati City Hospital,Tirupati,916276005067,22,3.1,530
Dr. Anusha Acharya,Gynecologist,Vijayawada Apollo Hospital,Vijayawada,919266466941,7,3.0,594
Dr. Tejaswi Sarma,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,919389618967,3,3.2,1119
Dr. Lakshmi Sarma,Gynecologist,Kurnool Trust Hospital,Kurnool,918233701335,18,4.9,1019
Dr. Bhavani Raju,Gynecologist,Vijayawada Medical Center,Vijayawada,917445472104,24,4.4,752
Dr. Ravi Goud,Gynecologist,Vijayawada Trust Hospital,Vijayawada,918856489475,26,3.8,167
Dr. Rajesh Babu,Gynecologist,Vijayawada Apollo Hospital,Vijayawada,916430258498,1,3.9,1480
Dr. Prasad Reddy,Gynecologist,Anantapur Memorial Hospital,Anantapur,918585180243,8,4.7,622
Dr. Harish Yadav,Gynecologist,Hyderabad Care Hospital,Hyderabad,918655800295,31,4.0,1402
Dr. Srinivas Acharya,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,919490172225,21,3.0,787
Dr. Rajesh Acharya,Gynecologist,Hyderabad Global Hospital,Hyderabad,917908280434,15,4.2,869
Dr. Ramesh Goud,Gynecologist,Hyderabad Trust Hospital,Hyderabad,917837886403,31,5.0,1805
Dr. Lakshmi Varma,Gynecologist,Secunderabad City Hospital,Secunderabad,918607791648,13,4.4,1831
Dr. Madhavi Babu,Gynecologist,Hyderabad City Hospital,Hyderabad,919679939199,33,3.1,1069
Dr. Anil Krishna,Gynecologist,Anantapur Memorial Hospital,Anantapur,918890779955,30,3.3,963
Dr. Anusha Acharya,Gynecologist,Secunderabad Memorial Hospital,Secunderabad,918322150992,16,3.5,399
Dr. Suresh Raju,Gynecologist,Secunderabad General Hospital,Secunderabad,919074187947,2,3.3,1952
Dr. Lakshmi Babu,Gynecologist,Vijayawada Apollo Hospital,Vijayawada,917204127801,15,4.4,1413
Dr. Tejaswi Naidu,Gynecologist,Vijayawada City Hospital,Vijayawada,918858199245,9,4.8,1347
Dr. Ramesh Babu,Gynecologist,Tirupati City Hospital,Tirupati,918971192022,22,4.7,1958
Dr. Bhavani Naidu,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,918765901134,22,3.8,1519
Dr. Soujanya Acharya,Gynecologist,Guntur Institute of Medical Sciences,Guntur,919371901008,28,4.6,507
Dr. Suresh Varma,Gynecologist,Rajahmundry General Hospital,Rajahmundry,916376584206,8,3.2,1566
Dr. Kiran Kumar,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,916498672432,24,3.3,691
Dr. Madhavi Kumar,Gynecologist,Guntur Apollo Hospital,Guntur,916007209072,20,3.1,1146
Dr. Lakshmi Raju,Gynecologist,Anantapur City Hospital,Anantapur,917372856178,24,4.6,1962
Dr. Swathi Acharya,Gynecologist,Tirupati Institute of Medical Sciences,Tirupati,918583928070,15,3.2,68
Dr. Sridevi Goud,Gynecologist,Anantapur Global Hospital,Anantapur,916621485146,19,4.7,1073
Dr. Prasad Sarma,Gynecologist,Vijayawada Apollo Hospital,Vijayawada,917217162916,10,4.5,1789
Dr. Bhavani Goud,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,917326678587,33,5.0,302
Dr. Sirisha Sarma,Gynecologist,Rajahmundry Apollo Hospital,Rajahmundry,918054208760,14,4.0,1492
Dr. Venkatesh Babu,Gynecologist,Ongole Super Speciality Hospital,Ongole,917430844947,10,4.7,481
Dr. Sirisha Kumar,Gynecologist,Kurnool Medical Center,Kurnool,916225770552,12,4.7,1539
Dr. Anil Krishna,Gynecologist,Guntur Care Hospital,Guntur,918831458506,11,5.0,1172
Dr. Rajesh Raju,Gynecologist,Kakinada Memorial Hospital,Kakinada,918911552700,31,5.0,1601
Dr. Lakshmi Naidu,Gynecologist,Guntur City Hospital,Guntur,918267074575,19,3.6,1940
Dr. Sirisha Krishna,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,918353685178,26,3.2,712
Dr. Venkatesh Krishna,Gynecologist,Ongole Trust Hospital,Ongole,919047655254,20,3.9,385
Dr. Prasad Yadav,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,918989106216,31,3.6,346
Dr. Kiran Babu,Gynecologist,Hyderabad City Hospital,Hyderabad,919214278451,13,4.5,68
Dr. Madhavi Naidu,Gynecologist,Vijayawada Medical Center,Vijayawada,918913352779,10,3.8,924
Dr. Venkatesh Naidu,Gynecologist,Hyderabad Care Hospital,Hyderabad,917527221009,31,3.4,157
Dr. Swathi Acharya,Gynecologist,Secunderabad Apollo Hospital,Secunderabad,917453785515,28,4.9,1334
Dr. Ravi Reddy,Gynecologist,Visakhapatnam Apollo Hospital,Visakhapatnam,916510253039,16,3.8,669
Dr. Naresh Acharya,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,919200610652,25,4.6,1678
Dr. Sridevi Krishna,Gynecologist,Secunderabad Memorial Hospital,Secunderabad,919514121425,25,3.6,1387
Dr. Harish Reddy,Gynecologist,Vijayawada Trust Hospital,Vijayawada,916515397731,8,3.2,1051
Dr. Ravi Reddy,Gynecologist,Anantapur Apollo Hospital,Anantapur,918520503652,31,3.5,1576
Dr. Madhavi Chowdary,Gynecologist,Anantapur Care Hospital,Anantapur,917649095127,31,5.0,1489
Dr. Anil Sarma,Gynecologist,Visakhapatnam Medical Center,Visakhapatnam,916537886416,7,3.7,1511
Dr. Naresh Raju,Gynecologist,Hyderabad Global Hospital,Hyderabad,919491241190,2,3.8,1724
Dr. Swathi Yadav,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,916274584412,34,4.7,1153
Dr. Kiran Acharya,Gynecologist,Secunderabad General Hospital,Secunderabad,919855172529,8,3.4,1276
Dr. Srinivas Murthy,Gynecologist,Hyderabad City Hospital,Hyderabad,917920850564,21,3.2,313
Dr. Kiran Acharya,Gynecologist,Vizianagaram Global Hospital,Vizianagaram,916692392816,6,4.1,1793
Dr. Ramesh Naidu,Gynecologist,Hyderabad Medical Center,Hyderabad,918173890447,20,3.7,1164
Dr. Padma Acharya,Gynecologist,Tirupati Medical Center,Tirupati,916000367517,16,3.6,1987
Dr. Anil Acharya,Gynecologist,Kurnool Global Hospital,Kurnool,918293952330,29,3.3,1054
Dr. Swathi Prakash,Gynecologist,Vijayawada City Hospital,Vijayawada,917512331549,35,4.0,1458
Dr. Tejaswi Krishna,Gynecologist,Secunderabad Medical Center,Secunderabad,916192137756,16,3.1,340
Dr. Kiran Chowdary,Gynecologist,Rajahmundry Super Speciality Hospital,Rajahmundry,918586190457,14,4.2,618
Dr. Bhavani Raju,Gynecologist,Kurnool Trust Hospital,Kurnool,916319372311,17,3.5,1380
Dr. Lakshmi Yadav,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,916357573520,17,4.4,1975
Dr. Deepika Rao,Gynecologist,Hyderabad City Hospital,Hyderabad,916303044487,18,5.0,1477
Dr. Sirisha Goud,Gynecologist,Kakinada Care Hospital,Kakinada,918420824631,33,4.2,909
Dr. Rajesh Babu,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,917862414342,25,3.1,1286
Dr. Ramesh Varma,Gynecologist,Hyderabad Memorial Hospital,Hyderabad,916535244065,35,3.2,1173
Dr. Ramesh Goud,Gynecologist,Guntur Memorial Hospital,Guntur,918749541399,6,3.7,733
Dr. Prasad Krishna,Gynecologist,Rajahmundry Global Hospital,Rajahmundry,919427802090,15,3.5,250
Dr. Ravi Raju,Gynecologist,Guntur City Hospital,Guntur,916450983269,8,3.4,1541
Dr. Madhavi Krishna,Gynecologist,Rajahmundry General Hospital,Rajahmundry,919465171718,32,3.2,764
Dr. Anil Murthy,Gynecologist,Hyderabad General Hospital,Hyderabad,917164167934,7,4.8,399
Dr. Lakshmi Chowdary,Gynecologist,Ongole Institute of Medical Sciences,Ongole,917482506257,35,4.1,1856
Dr. Anusha Sarma,Gynecologist,Guntur Care Hospital,Guntur,916547918432,17,3.0,1101
Dr. Tejaswi Chowdary,Gynecologist,Visakhapatnam Care Hospital,Visakhapatnam,916612763586,25,4.1,597
Dr. Soujanya Goud,Gynecologist,Hyderabad General Hospital,Hyderabad,919038699741,16,4.4,906
Dr. Naresh Yadav,Gynecologist,Anantapur Super Speciality Hospital,Anantapur,917520424503,30,4.0,614
Dr. Swathi Kumar,Gynecologist,Visakhapatnam City Hospital,Visakhapatnam,919785531386,15,3.6,1807
Dr. Anil Raju,Gynecologist,Kurnool General Hospital,Kurnool,919309609033,21,4.7,1349
Dr. Ramesh Kumar,Gynecologist,Secunderabad Memorial Hospital,Secunderabad,917030949947,6,3.3,167
Dr. Anil Murthy,Gynecologist,Vizianagaram General Hospital,Vizianagaram,919992554381,32,4.6,71
Dr. Tejaswi Murthy,Gynecologist,Guntur City Hospital,Guntur,919138750794,9,4.0,1104
Dr. Sirisha Naidu,Gynecologist,Ongole Apollo Hospital,Ongole,917741486648,1,4.2,1915
Dr. Sirisha Raju,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,919017608443,35,4.5,550
Dr. Tejaswi Sarma,Gynecologist,Vizianagaram Trust Hospital,Vizianagaram,916181917564,29,4.9,1431
Dr. Ravi Chowdary,Gynecologist,Anantapur Institute of Medical Sciences,Anantapur,916322648158,24,4.7,1102
Dr. Venkatesh Raju,Gynecologist,Ongole Care Hospital,Ongole,918128190059,25,3.3,281
Dr. Tejaswi Rao,Gynecologist,Vijayawada Memorial Hospital,Vijayawada,919572237717,35,4.7,1806
Dr. Anil Varma,Gynecologist,Secunderabad Medical Center,Secunderabad,918075004731,19,3.5,54
Dr. Lakshmi Rao,Gynecologist,Kakinada Global Hospital,Kakinada,919964496896,20,4.9,1366
Dr. Venkatesh Prakash,Gynecologist,Hyderabad Medical Center,Hyderabad,917988814587,32,3.1,62
Dr. Sridevi Goud,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,917281406275,23,3.2,766
Dr. Lakshmi Goud,Gynecologist,Anantapur Trust Hospital,Anantapur,916038069463,7,3.9,454
Dr. Swathi Murthy,Gynecologist,Secunderabad Institute of Medical Sciences,Secunderabad,919859070910,10,3.8,1920
Dr. Srinivas Chowdary,Gynecologist,Vijayawada Super Speciality Hospital,Vijayawada,919304752292,17,3.5,859
Dr. Anil Goud,Gynecologist,Visakhapatnam City Hospital,Visakhapatnam,917839712603,12,4.1,601
Dr. Sridevi Acharya,Gynecologist,Visakhapatnam City Hospital,Visakhapatnam,919605012860,29,3.3,774
Dr. Srinivas Goud,Gynecologist,Guntur City Hospital,Guntur,919794931145,13,3.2,633
Dr. Prasad Raju,Gynecologist,Kurnool Memorial Hospital,Kurnool,917808420742,22,4.8,378
Dr. Anusha Acharya,Gynecologist,Visakhapatnam Care Hospital,Visakhapatnam,917141600678,8,3.8,1176
Dr. Tejaswi Kumar,Gynecologist,Vijayawada Memorial Hospital,Vijayawada,916547324831,21,4.5,1648
Dr. Swathi Kumar,Gynecologist,Guntur City Hospital,Guntur,919966665364,25,3.3,270
Dr. Prasad Chowdary,Gynecologist,Hyderabad City Hospital,Hyderabad,917477986501,33,3.0,1451
Dr. Venkatesh Acharya,Gynecologist,Kurnool Medical Center,Kurnool,919564117458,22,3.9,1272
Dr. Padma Yadav,Gynecologist,Hyderabad Medical Center,Hyderabad,917243249710,19,4.0,1608
Dr. Ravi Sarma,Gynecologist,Guntur City Hospital,Guntur,916654964146,33,3.4,625
Dr. Mahesh Kumar,Gynecologist,Secunderabad Medical Center,Secunderabad,917062378926,28,3.4,1496
Dr. Sirisha Kumar,Gynecologist,Secunderabad Trust Hospital,Secunderabad,918157507853,12,3.4,1800
Dr. Soujanya Acharya,Gynecologist,Visakhapatnam Memorial Hospital,Visakhapatnam,916638773733,15,3.2,871
Dr. Mahesh Rao,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,919990446958,10,3.9,1312
Dr. Ramesh Krishna,Gynecologist,Kurnool Memorial Hospital,Kurnool,916218851616,25,3.8,677
Dr. Ravi Goud,Gynecologist,Ongole Super Speciality Hospital,Ongole,917829981864,31,3.1,924
Dr. Anil Naidu,Gynecologist,Kakinada General Hospital,Kakinada,917156403157,24,3.6,768
Dr. Ravi Goud,Gynecologist,Tirupati City Hospital,Tirupati,919844452015,4,3.4,51
Dr. Tejaswi Kumar,Gynecologist,Hyderabad Memorial Hospital,Hyderabad,917381431592,14,3.6,623
Dr. Suresh Raju,Gynecologist,Hyderabad Super Speciality Hospital,Hyderabad,916793881766,17,4.9,794
Dr. Anil Naidu,Gynecologist,Vijayawada Institute of Medical Sciences,Vijayawada,916416127433,1,4.4,1627
Dr. Rajesh Goud,Gynecologist,Hyderabad Trust Hospital,Hyderabad,919183825339,24,4.5,1256
Dr. Bhavani Goud,Gynecologist,Ongole Global Hospital,Ongole,917023285481,18,3.4,836
Dr. Suresh Chowdary,Gynecologist,Kurnool Care Hospital,Kurnool,918703933724,8,3.1,1918
Dr. Kiran Kumar,Gynecologist,Vizianagaram Care Hospital,Vizianagaram,917914566716,7,3.1,1169
Dr. Rajesh Varma,Gynecologist,Tirupati Super Speciality Hospital,Tirupati,919115357356,31,5.0,463
Dr. Prasad Reddy,Gynecologist,Visakhapatnam Global Hospital,Visakhapatnam,916549034032,13,3.8,1507
Dr. Deepika Goud,Gynecologist,Rajahmundry Apollo Hospital,Rajahmundry,919843622192,24,3.9,1519
Dr. Padma Naidu,Gynecologist,Secunderabad Care Hospital,Secunderabad,918073698756,27,4.0,2000
Dr. Srinivas Chowdary,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,918573345379,18,4.4,314
Dr. Venkatesh Sarma,Gynecologist,Kurnool Institute of Medical Sciences,Kurnool,916261105621,13,4.5,864
Dr. Tejaswi Murthy,Gynecologist,Vijayawada City Hospital,Vijayawada,919737719864,33,4.9,388
Dr. Swathi Raju,Gynecologist,Vijayawada Medical Center,Vijayawada,918415913029,25,3.8,606
Dr. Naresh Reddy,Gynecologist,Hyderabad Memorial Hospital,Hyderabad,916687207874,14,4.2,68
Dr. Sridevi Murthy,Gynecologist,Kurnool Care Hospital,Kurnool,919039780365,34,3.5,1795
Dr. Anil Kumar,Gynecologist,Hyderabad Global Hospital,Hyderabad,917153261647,8,3.3,143
Dr. Ravi Varma,Gynecologist,Hyderabad General Hospital,Hyderabad,916167893174,10,4.9,618
Dr. Mahesh Krishna,Gynecologist,Hyderabad Apollo Hospital,Hyderabad,919395692712,4,4.3,559
Dr. Deepika Naidu,Gynecologist,Kurnool Trust Hospital,Kurnool,916006012787,23,4.3,805
Dr. Ramesh Kumar,Gynecologist,Vijayawada Memorial Hospital,Vijayawada,919796692625,17,4.4,886
Dr. Anil Goud,Gynecologist,Hyderabad Global Hospital,Hyderabad,916245944558,1,4.6,499
Dr. Naresh Varma,Gynecologist,Anantapur Trust Hospital,Anantapur,916067166793,35,4.3,1827
Dr. Suresh Kumar,Gynecologist,Visakhapatnam Global Hospital,Visakhapatnam,919203056851,25,4.9,577
Dr. Deepika Rao,Gynecologist,Ongole Global Hospital,Ongole,919508331283,29,3.4,600
Dr. Madhavi Acharya,Gynecologist,Ongole General Hospital,Ongole,919469186626,26,3.3,524
Dr. Harish Chowdary,Gynecologist,Tirupati City Hospital,Tirupati,919874782671,31,3.2,421
Dr. Naresh Krishna,Gynecologist,Vijayawada General Hospital,Vijayawada,919703774386,12,3.4,1054
Dr. Soujanya Varma,Gynecologist,Vizianagaram Super Speciality Hospital,Vizianagaram,916090397488,20,3.3,413
Dr. Tejaswi Sarma,Gynecologist,Tirupati Apollo Hospital,Tirupati,916806801100,5,3.3,923
Dr. Sridevi Prakash,Gynecologist,Hyderabad Institute of Medical Sciences,Hyderabad,918770763955,26,3.2,1128
Dr. Srinivas Sarma,Gynecologist,Vizianagaram City Hospital,Vizianagaram,916428336848,25,3.8,275
Dr. Soujanya Prakash,Gynecologist,Hyderabad Trust Hospital,Hyderabad,916187862051,9,3.5,221
Dr. Prasad Acharya,Gynecologist,Tirupati Super Speciality Hospital,Tirupati,918575422095,1,4.6,69
Dr. Deepika Kumar,Gynecologist,Kurnool Super Speciality Hospital,Kurnool,919514380000,22,4.7,224
Dr. Prasad Yadav,Gynecologist,Hyderabad Global Hospital,Hyderabad,919262765331,29,4.6,679
Dr. Anusha Chowdary,Gynecologist,Vijayawada Global Hospital,Vijayawada,917047151089,4,4.1,597
Dr. Suresh Reddy,Gynecologist,Kurnool Memorial Hospital,Kurnool,919543025495,3,3.2,657
Dr. Swathi Prakash,Gynecologist,Secunderabad Medical Center,Secunderabad,919592668785,27,3.3,1918
Dr. Srinivas Rao,Gynecologist,Hyderabad General Hospital,Hyderabad,917834532707,25,3.3,1392
Dr. Ravi Prakash,Gynecologist,Rajahmundry Care Hospital,Rajahmundry,919775233736,25,4.4,1514
Dr. Anusha Chowdary,ENT Specialist,Kurnool Medical Center,Kurnool,916473029049,15,3.2,627
Dr. Ramesh Sarma,ENT Specialist,Vijayawada Institute of Medical Sciences,Vijayawada,917433337060,8,3.7,1943
Dr. Venkatesh Sarma,ENT Specialist,Ongole Apollo Hospital,Ongole,916648982313,12,3.9,735
Dr. Naresh Acharya,ENT Specialist,Hyderabad City Hospital,Hyderabad,917826411454,10,4.8,1457
Dr. Bhavani Krishna,ENT Specialist,Rajahmundry Apollo Hospital,Rajahmundry,917232679456,23,4.8,605
Dr. Tejaswi Goud,ENT Specialist,Vijayawada Institute of Medical Sciences,Vijayawada,917139888502,5,4.6,1814
Dr. Soujanya Chowdary,ENT Specialist,Hyderabad Global Hospital,Hyderabad,917375489059,10,3.8,1527
Dr. Ramesh Naidu,ENT Specialist,Tirupati Medical Center,Tirupati,918481816261,28,4.9,620
Dr. Ramesh Goud,ENT Specialist,Anantapur Super Speciality Hospital,Anantapur,916547761887,12,4.5,772
Dr. Anusha Raju,ENT Specialist,Vijayawada Care Hospital,Vijayawada,918067118585,27,4.2,1353
Dr. Prasad Babu,ENT Specialist,Vijayawada Trust Hospital,Vijayawada,918808711981,16,3.8,1175
Dr. Deepika Murthy,ENT Specialist,Vizianagaram Memorial Hospital,Vizianagaram,918115706932,35,4.1,521
Dr. Ramesh Sarma,ENT Specialist,Guntur General Hospital,Guntur,919070562552,27,4.1,1640
Dr. Sirisha Naidu,ENT Specialist,Kurnool Super Speciality Hospital,Kurnool,917010146530,24,3.0,1792
Dr. Harish Murthy,ENT Specialist,Kakinada Apollo Hospital,Kakinada,918035498167,9,4.8,172
Dr. Harish Krishna,ENT Specialist,Vijayawada Trust Hospital,Vijayawada,919647840768,9,3.6,345
Dr. Padma Rao,ENT Specialist,Visakhapatnam General Hospital,Visakhapatnam,916905110100,15,3.1,332
Dr. Sirisha Kumar,ENT Specialist,Ongole Institute of Medical Sciences,Ongole,916614509229,25,4.5,1475
Dr. Harish Reddy,ENT Specialist,Guntur Care Hospital,Guntur,919012497650,7,4.3,201
Dr. Bhavani Krishna,ENT Specialist,Vijayawada Medical Center,Vijayawada,916679348721,2,3.3,339
Dr. Ravi Naidu,ENT Specialist,Anantapur Care Hospital,Anantapur,916053591309,27,3.3,423
